window_start,avg_packet_size,unique_src_ips,unique_dst_ips,unique_src_ports,protocol_tcp,protocol_udp,protocol_icmp,protocol_other,packet_rate,port_scan_signals,tcp_flag_syn,tcp_flag_ack,tcp_flag_syn_without_ack,tcp_flag_syn_without_ack_ratio
1754939563.4,405.0,3,2,4,0.9615384615384616,0.038461538461538464,0,0,26.0,4,2,24,0,0.0
1754939564.4,54.0,2,2,2,1.0,0,0,0,4.0,2,0,4,0,0.0
1754939565.2,54.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
1754939565.4,54.0,2,2,2,1.0,0,0,0,3.0,2,0,3,0,0.0
1754939566.2,153.22222222222223,3,4,5,0.5555555555555556,0.4444444444444444,0,0,9.0,5,3,3,0,0.0
1754939566.4,707.375,2,2,2,1.0,0,0,0,8.0,2,0,8,0,0.0
1754939566.6000001,589.3333333333334,2,2,2,1.0,0,0,0,9.0,2,0,9,0,0.0
1754939567.2,74.0,1,1,1,1.0,0,0,0,1.0,1,1,0,1,1.0
1754939567.4,54.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
1754939567.6000001,54.0,2,2,2,1.0,0,0,0,3.0,2,0,3,0,0.0
1754939567.8000002,74.0,1,1,2,1.0,0,0,0,2.0,1,2,0,2,1.0
1754939568.2,74.0,1,1,1,1.0,0,0,0,1.0,1,1,0,1,1.0
1754939568.8000002,74.0,1,1,2,1.0,0,0,0,2.0,1,2,0,2,1.0
1754939569.4,139.33333333333334,3,4,3,0.16666666666666666,0.6666666666666666,0,0.16666666666666666,6.0,3,1,0,1,1.0
1754939569.6000001,241.0,2,2,2,1.0,0,0,0,3.0,2,1,3,0,0.0
1754939569.8000002,176.4,2,3,4,1.0,0,0,0,5.0,3,2,3,0,0.0
1754939570.2,510.1764705882353,3,5,7,0.5294117647058824,0.47058823529411764,0,0,17.0,5,2,7,0,0.0
1754939570.4,100.33333333333333,2,2,2,1.0,0,0,0,3.0,2,0,3,0,0.0
1754939570.6000001,180.69230769230768,5,5,5,1.0,0,0,0,13.0,5,2,13,0,0.0
1754939570.8000002,221.71428571428572,4,3,3,1.0,0,0,0,7.0,4,0,7,0,0.0
1754939571.0,1802.8333333333333,3,3,3,1.0,0,0,0,6.0,3,0,6,0,0.0
1754939571.2,149.83333333333334,3,3,3,1.0,0,0,0,12.0,3,0,12,0,0.0
1754939571.4,66.0,2,1,1,1.0,0,0,0,2.0,2,0,2,0,0.0
1754939574.4,293.44444444444446,3,3,4,0.5555555555555556,0.4444444444444444,0,0,9.0,4,2,4,0,0.0
1754939574.6000001,364.35714285714283,2,2,2,1.0,0,0,0,14.0,2,0,14,0,0.0
1754939575.0,457.3333333333333,2,2,2,1.0,0,0,0,6.0,2,0,6,0,0.0
1754939575.2,78.0,1,1,1,0,1.0,0,0,2.0,1,0,0,0,0
1754939575.4,243.25,6,5,6,0.6666666666666666,0.25,0,0.08333333333333333,12.0,6,2,7,0,0.0
1754939575.6000001,249.76923076923077,3,5,6,1.0,0,0,0,13.0,4,1,12,0,0.0
1754939575.8000002,415.05405405405406,4,4,5,0.8918918918918919,0.10810810810810811,0,0,37.0,6,2,32,0,0.0
1754939576.0,1209.0,2,2,2,1.0,0,0,0,3.0,2,0,3,0,0.0
1754939576.2,551.0,2,2,2,1.0,0,0,0,3.0,3,0,3,0,0.0
1754939576.4,830.5,2,2,2,1.0,0,0,0,2.0,2,0,2,0,0.0
1754939576.8000002,74.0,1,1,1,1.0,0,0,0,1.0,1,1,0,1,1.0
1754939577.6000001,92.0,1,1,1,0,1.0,0,0,1.0,1,0,0,0,0
1754939577.8000002,141.6,2,4,4,0.4,0.6,0,0,5.0,5,2,0,2,1.0
1754939578.0,241.0,2,2,2,1.0,0,0,0,3.0,2,1,3,0,0.0
1754939578.2,189.75,3,4,5,0.5,0.5,0,0,8.0,4,1,3,0,0.0
1754939578.4,742.1666666666666,4,5,6,0.6666666666666666,0.3333333333333333,0,0,12.0,5,2,7,0,0.0
1754939578.6000001,527.25,2,2,2,1.0,0,0,0,4.0,2,1,4,0,0.0
1754939578.8000002,208.0,3,3,3,1.0,0,0,0,8.0,3,0,8,0,0.0
1754939579.0,806.25,4,3,3,1.0,0,0,0,8.0,4,0,8,0,0.0
1754939579.2,873.8333333333334,3,3,3,1.0,0,0,0,12.0,3,0,12,0,0.0
1754939579.4,82.44444444444444,5,4,2,0.7777777777777778,0,0,0.2222222222222222,9.0,3,0,7,0,0.0
1754939579.6000001,378.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
1754939579.8000002,66.0,2,2,2,1.0,0,0,0,2.0,2,0,2,0,0.0
1754939580.4,307.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
1754939580.6000001,105.33333333333333,2,2,2,1.0,0,0,0,3.0,2,0,3,0,0.0
1754939581.4,83.33333333333333,2,2,2,1.0,0,0,0,3.0,2,0,3,0,0.0
1754939589.4,152.4,2,3,3,0.2,0.8,0,0,5.0,3,1,0,1,1.0
1754939589.8000002,241.0,2,2,2,1.0,0,0,0,3.0,2,1,3,0,0.0
1754939590.0,1042.0,2,2,2,1.0,0,0,0,8.0,2,0,8,0,0.0
1754939590.4,100.8,3,3,3,0.8,0.2,0,0,5.0,3,0,4,0,0.0
1754939590.6000001,171.66666666666666,2,2,2,1.0,0,0,0,6.0,2,0,6,0,0.0
1754939591.0,54.0,1,1,1,1.0,0,0,0,1.0,1,0,0,0,0.0
1754939595.6000001,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754939606.2,72.5,2,2,2,1.0,0,0,0,6.0,2,0,4,0,0.0
1754939606.4,72.5,2,2,2,1.0,0,0,0,6.0,2,0,4,0,0.0
1754939615.6000001,194.0,2,2,1,0,0.5,0,0.5,2.0,1,0,0,0,0
1754939620.4,82.0,1,1,1,0,1.0,0,0,1.0,1,0,0,0,0
1754939620.8000002,66.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
1754939621.0,66.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
1754939624.8000002,66.0,1,1,1,1.0,0,0,0,1.0,1,0,1,0,0.0
